Coords	Name	MIRNA	1A10-fastp-adapters-polyG-31bp-merged_condensed	1A11-fastp-adapters-polyG-31bp-merged_condensed	1A12-fastp-adapters-polyG-31bp-merged_condensed	1A1-fastp-adapters-polyG-31bp-merged_condensed	1A2-fastp-adapters-polyG-31bp-merged_condensed	1A8-fastp-adapters-polyG-31bp-merged_condensed	1A9-fastp-adapters-polyG-31bp-merged_condensed	1B10-fastp-adapters-polyG-31bp-merged_condensed	1B11-fastp-adapters-polyG-31bp-merged_condensed	1B12-fastp-adapters-polyG-31bp-merged_condensed	1B1-fastp-adapters-polyG-31bp-merged_condensed	1B2-fastp-adapters-polyG-31bp-merged_condensed	1B5-fastp-adapters-polyG-31bp-merged_condensed	1B9-fastp-adapters-polyG-31bp-merged_condensed	1C10-fastp-adapters-polyG-31bp-merged_condensed	1C4-fastp-adapters-polyG-31bp-merged_condensed	1D10-fastp-adapters-polyG-31bp-merged_condensed	1D3-fastp-adapters-polyG-31bp-merged_condensed	1D4-fastp-adapters-polyG-31bp-merged_condensed	1D6-fastp-adapters-polyG-31bp-merged_condensed	1D8-fastp-adapters-polyG-31bp-merged_condensed	1D9-fastp-adapters-polyG-31bp-merged_condensed	1E10-fastp-adapters-polyG-31bp-merged_condensed	1E11-fastp-adapters-polyG-31bp-merged_condensed	1E12-fastp-adapters-polyG-31bp-merged_condensed	1E1-fastp-adapters-polyG-31bp-merged_condensed	1E3-fastp-adapters-polyG-31bp-merged_condensed	1E5-fastp-adapters-polyG-31bp-merged_condensed	1E9-fastp-adapters-polyG-31bp-merged_condensed	1F11-fastp-adapters-polyG-31bp-merged_condensed	1F4-fastp-adapters-polyG-31bp-merged_condensed	1F8-fastp-adapters-polyG-31bp-merged_condensed	1G5-fastp-adapters-polyG-31bp-merged_condensed	1H12-fastp-adapters-polyG-31bp-merged_condensed	1H7-fastp-adapters-polyG-31bp-merged_condensed	1H8-fastp-adapters-polyG-31bp-merged_condensed	2B2-fastp-adapters-polyG-31bp-merged_condensed	2B3-fastp-adapters-polyG-31bp-merged_condensed	2C1-fastp-adapters-polyG-31bp-merged_condensed	2C2-fastp-adapters-polyG-31bp-merged_condensed	2D2-fastp-adapters-polyG-31bp-merged_condensed	2E2-fastp-adapters-polyG-31bp-merged_condensed	2F1-fastp-adapters-polyG-31bp-merged_condensed	2G1-fastp-adapters-polyG-31bp-merged_condensed
ptg000034l:2922759-2923173	Cluster_16355	N	2	0	33	3	26	86	43	30	0	0	1	4	8	0	1	1	2	1	62	8	29	6	0	0	0	1	8	0	30	2	23	1	39	28	6	127	4	3	19	7	20	10	0	46
ptg000034l:2971705-2972125	Cluster_16356	N	2	0	10	7	32	2	113	2	0	0	0	4	3	0	2	50	14	0	15	15	2	0	0	0	0	2	15	6	7	7	4	0	132	0	2	1	5	54	40	20	1	4	2	13
ptg000034l:3002395-3002816	Cluster_16357	N	3	0	9	9	29	1	113	6	0	0	0	4	3	2	3	49	24	0	9	12	2	1	0	0	0	2	14	5	9	6	6	1	127	0	4	1	2	55	43	22	4	1	1	16
ptg000034l:3034744-3035173	Cluster_16358	N	88	0	51	1	21	0	26	25	0	0	0	1	1	74	0	1	322	0	84	0	43	0	0	0	0	231	661	0	67	0	49	110	55	0	0	0	246	0	45	0	39	0	50	35
ptg000034l:3035915-3036356	Cluster_16359	N	67	0	91	0	16	0	15	20	0	0	2	0	0	84	0	0	207	10	123	1	89	1	0	0	0	103	465	1	103	0	185	44	25	0	0	6	157	0	26	0	77	0	50	111
ptg000034l:3036455-3037074	Cluster_16360	N	96	0	246	0	85	1	282	120	0	1	5	0	1	188	0	0	339	12	369	0	331	0	0	0	0	178	657	0	132	1	375	75	186	1	0	0	201	0	107	1	254	2	55	404
ptg000034l:3037673-3038090	Cluster_16361	N	3	0	11	9	82	7	13	3	28	60	4	4	16	7	3	0	28	17	21	6	10	7	169	2	24	4	73	0	9	6	15	2	28	2	0	4	9	2	7	1	47	1	2	10
ptg000034l:3059863-3060293	Cluster_16362	N	1	0	7	21	1	9	2	1	0	0	3	19	3	0	21	3	0	654	2	3	3	0	0	0	0	0	3	3	4	19	1	0	2	6	2	0	0	12	0	1	1	1	0	4
ptg000034l:3149923-3150351	Cluster_16363	N	6	0	1	234	404	305	451	0	1	0	0	166	71	26	10	0	17	0	0	19	1	2	0	0	0	20	39	1	8	368	0	7	492	98	0	213	138	0	425	2	3	39	7	0
ptg000034l:3244093-3244618	Cluster_16364	N	5	0	123	1	34	6	134	12	0	0	60	166	1	9	2	68	3	240	65	138	116	39	0	0	0	2	4	30	46	1	80	3	129	135	2	200	0	81	58	222	5	137	11	125
ptg000034l:3311603-3312031	Cluster_16365	N	6	0	3	312	2	13	2	5	0	0	0	213	0	1	90	0	2	3	0	0	3	0	0	0	0	7	0	1	1	225	0	4	3	3	0	8	3	7	0	6	0	1	3	1
ptg000034l:3312262-3312687	Cluster_16366	N	14	0	2	70	15	1	19	1	0	0	24	15	1	62	0	3	75	9	8	2	0	0	0	0	0	40	209	2	0	32	16	37	15	14	10	13	52	2	4	2	0	0	27	0
ptg000034l:3355788-3356245	Cluster_16367	N	1255	0	3636	1222	4311	1107	1382	918	2	1	2087	1038	5644	2475	319	468	2629	17096	7203	979	494	6170	1	0	2	4792	808	185	1331	130	2035	368	7043	963	2363	3530	1589	6059	2255	3246	1578	506	579	610
ptg000035l:31622-32050	Cluster_16368	N	4	0	26	31	96	184	275	8	0	0	182	18	661	10	4	30	31	537	49	622	37	248	0	0	0	3	24	2	12	21	46	7	231	94	212	136	6	102	91	118	11	27	2	37
ptg000035l:32841-33255	Cluster_16369	N	2	0	6	6	22	38	28	3	0	0	22	2	65	5	0	8	8	78	6	36	4	19	1	0	0	3	8	1	0	12	4	1	33	12	19	30	2	14	13	20	1	11	0	4
ptg000035l:89892-90322	Cluster_16370	N	0	0	124	0	0	4	0	44	0	0	246	0	141	0	0	41	0	1498	5	47	2	348	0	0	0	0	0	19	70	0	92	0	0	2	64	2	0	8	0	7	23	5	0	78
ptg000035l:145094-145511	Cluster_16371	N	0	0	0	0	0	0	1	0	0	290	0	0	1	0	0	0	0	0	0	0	0	0	0	102	76	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ptg000035l:148344-148918	Cluster_16372	N	9	0	3	176	15	10	73	0	0	0	118	206	36	45	137	0	124	446	2	116	1	0	0	0	0	13	0	0	0	443	7	11	37	0	26	0	238	20	10	0	1	6	15	2
ptg000035l:151371-151794	Cluster_16373	N	5	0	10	70	15	0	17	0	0	0	53	19	27	2	15	0	4	107	56	3	7	15	0	0	0	3	7	1	3	1	11	2	7	3	3	1	6	5	20	12	63	19	13	8
ptg000035l:164714-165270	Cluster_16374	N	51	0	99	0	0	182	207	3	0	0	2	0	13	0	0	1	407	54	0	12	4	12	0	0	0	0	1057	1	87	0	238	31	153	77	5	4	535	0	333	6	2	19	0	21
ptg000035l:295973-296400	Cluster_16375	N	0	0	16	67	0	0	6	8	0	0	0	85	0	0	5	1	1	1	13	1	39	0	0	0	0	0	0	1	1	251	18	0	11	1	0	1	1	0	1	5	5	0	1	7
ptg000035l:314385-314810	Cluster_16376	N	1	0	8	8	22	28	32	2	0	0	7	9	27	2	5	8	0	33	23	20	5	11	0	0	0	1	0	5	4	5	8	0	43	6	17	28	2	56	15	53	4	4	0	10
ptg000035l:314929-315373	Cluster_16377	N	130	0	79	153	179	0	185	43	0	0	193	194	564	41	87	61	125	1502	112	290	71	420	0	0	0	51	246	0	67	102	69	47	287	0	122	0	118	191	213	221	150	0	120	1
ptg000035l:324123-324540	Cluster_16378	N	0	0	0	0	0	0	1	2	105	684	0	0	0	0	1	0	0	0	0	1	0	0	159	150	388	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
ptg000035l:340550-340981	Cluster_16379	N	104	0	1	1	5	0	4	0	0	0	0	0	36	102	0	12	341	0	1	54	1	8	0	0	0	113	515	1	1	2	5	70	1	0	13	0	164	1	0	15	5	1	53	6
ptg000035l:560116-560544	Cluster_16380	N	0	0	7	49	0	4	0	2	0	0	1	31	49	0	13	17	1	0	20	98	2	24	0	0	0	0	0	3	0	33	5	0	0	0	22	0	0	56	0	98	5	1	0	11
ptg000035l:563585-565099	Cluster_16381	N	4	0	638	8376	1	4412	0	367	3	0	2583	5213	4118	5	1506	1704	7	7877	1330	5037	901	2271	0	1	0	2	11	341	484	5875	1066	3	2	2206	1906	4260	4	10309	0	8259	909	1269	8	1064
ptg000035l:565312-565741	Cluster_16382	N	0	0	2	459	1	127	0	4	0	0	1	247	25	0	80	1	3	4	9	21	2	1	0	0	0	1	2	0	3	305	9	1	0	57	9	103	1	1	0	7	4	40	2	13
ptg000035l:566209-567820	Cluster_16383	N	93	0	4525	715	117	78	139	1857	0	1	1233	317	3151	90	157	173	176	2732	9329	3724	3435	1025	0	1	0	102	421	36	1238	447	4934	74	188	43	1315	59	158	784	125	1031	2984	33	51	6238
ptg000035l:682200-682618	Cluster_16384	N	1	0	10	1	1	4	9	0	0	0	1	1	3	0	0	0	0	4	2	13	6	1	0	0	0	1	325	0	0	6	6	0	5	0	0	1	0	10	1	4	0	0	0	13
ptg000035l:709575-710000	Cluster_16385	N	26	0	1	0	2	34	8	2	0	0	0	0	3	30	0	14	47	0	5	11	2	5	0	0	0	24	180	5	0	0	3	25	2	39	6	22	51	1	1	17	0	14	6	0
ptg000035l:825342-826082	Cluster_16386	N	59	0	6	357	3	3	16	10	0	0	5	235	75	48	51	151	177	32	13	56	13	29	0	0	0	88	207	47	8	359	10	32	7	1	76	1	53	1000	7	620	5	0	45	13
ptg000035l:946990-947418	Cluster_16387	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	2	0	0	0	0	1	0	0	0	0	0	18	0	0	0	0	0	0	1	0	0	362	0	411	0	0	0	0
ptg000035l:1129567-1129976	Cluster_16388	N	6	0	2	0	2	35	0	1	0	0	35	19	339	0	0	0	5	4	0	1	0	2	0	0	0	11	14	1	0	0	0	13	0	0	0	0	0	0	0	1	1	8	3	1
ptg000035l:1196011-1196437	Cluster_16389	N	2	0	0	3	10	1	0	3	0	0	1	1	2	3	4	1	2	2	3	0	0	2	0	0	0	2	4	0	2	0	1	2	533	56	0	4	3	3	2	2	0	0	2	6
ptg000035l:1197680-1198104	Cluster_16390	N	2	0	47	59	1	1	2	1	0	0	0	5	102	1	0	5	1	2	49	85	0	4	0	0	0	2	16	2	82	1	67	5	1	16	85	36	5	1	6	105	0	20	3	34
ptg000035l:1204633-1205059	Cluster_16391	N	4	0	57	0	4	0	4	0	0	0	0	0	91	8	0	0	11	1	111	1	43	37	0	0	0	2	20	0	19	1	67	5	12	0	22	0	7	0	1	0	42	0	2	2
ptg000035l:1205488-1205918	Cluster_16392	N	14	0	48	9	60	0	421	13	0	0	0	3	0	44	0	4	111	76	80	1	215	5	0	0	0	13	81	2	40	5	79	19	84	24	1	13	48	3	35	13	28	8	38	437
ptg000035l:1209352-1209794	Cluster_16393	N	25	0	60	2	1	38	203	184	0	0	2	0	17	42	18	9	25	49	65	12	137	0	0	0	0	0	106	0	297	9	250	59	100	0	3	27	2	15	35	1	44	41	13	428
ptg000035l:1220107-1220829	Cluster_16394	N	31	0	117	60	22	102	119	44	0	0	122	109	29	58	46	22	131	235	99	29	176	4	0	0	0	39	334	7	83	131	172	37	84	84	17	97	102	143	22	194	100	47	35	192
ptg000035l:1225789-1226219	Cluster_16395	N	0	0	166	101	200	482	17	107	0	0	0	82	0	0	29	97	269	256	560	187	302	0	0	0	0	0	1	22	141	100	0	77	4	0	90	275	0	360	0	1297	107	0	67	0
ptg000035l:1228207-1228733	Cluster_16396	N	48	0	50	39	149	99	169	31	0	0	49	48	313	58	23	67	136	241	93	221	58	128	0	0	0	49	285	19	39	39	67	41	64	148	129	206	126	325	85	390	49	92	54	60
ptg000035l:1239530-1240182	Cluster_16397	N	10	0	117	99	81	90	91	130	0	0	80	148	946	37	73	92	148	278	282	344	116	574	0	0	0	21	79	14	144	6	1089	37	600	476	154	439	0	605	76	911	32	84	28	8
ptg000035l:1277848-1278273	Cluster_16398	N	56	0	0	0	0	0	0	0	0	0	0	5	2	11	0	15	112	0	0	0	0	8	0	0	0	32	293	0	0	0	0	67	1	0	8	0	19	87	0	65	0	0	15	0
ptg000035l:1303106-1303969	Cluster_16399	N	97	0	8	30	0	35	5	0	0	0	224	16	51	47	0	128	13	378	161	44	6	11	0	0	0	62	236	66	16	7	11	10	6	28	11	70	62	698	2	1083	5	10	23	54
ptg000035l:1306862-1307440	Cluster_16400	N	65	0	470	113	35	238	0	6	1	0	17	184	136	132	11	16	522	8	98	249	48	85	0	0	0	114	663	2	8	129	86	92	46	102	88	144	126	467	26	363	12	52	44	332
ptg000035l:1373061-1373476	Cluster_16401	N	0	1	7	7	56	46	201	1	1	1	1	5	0	0	4	0	2	1	0	0	12	0	0	0	0	1	0	0	0	3	0	0	64	9	0	14	3	0	34	0	1	5	0	0
ptg000035l:1390630-1391588	Cluster_16402	N	246	0	973	4	62	0	23	259	0	0	627	1	536	124	1	214	617	2078	566	589	778	132	0	0	0	296	1073	9	174	0	805	113	108	0	137	0	432	625	45	1286	353	1	92	1085
ptg000035l:1414246-1414672	Cluster_16403	N	3	0	52	6	11	4	2	2	0	0	7	1	305	91	6	5	1	15	5	4	16	73	0	0	0	7	2	0	6	6	1	2	16	4	9	11	10	5	185	152	4	9	1	0
ptg000035l:1456848-1457273	Cluster_16404	N	26	0	4	0	2	31	9	1	0	0	1	0	3	30	0	13	51	0	6	15	2	5	0	0	0	24	181	4	2	0	3	21	1	41	7	24	50	0	0	12	1	14	6	1
ptg000035l:1570196-1570936	Cluster_16405	N	57	0	8	362	3	1	16	6	0	0	7	252	66	47	52	149	176	26	16	44	19	39	0	0	0	93	219	47	8	350	14	29	11	0	68	0	58	980	11	630	5	1	40	10
ptg000035l:1807694-1808231	Cluster_16406	N	61	0	16	151	70	30	52	18	0	0	10	89	112	71	25	7	199	101	22	41	15	68	0	0	0	65	239	0	1	14	23	16	168	34	48	38	82	45	61	65	4	3	19	16
ptg000035l:1811216-1811633	Cluster_16407	N	0	0	3	16	0	1	3	1	47	205	2	4	0	1	2	0	3	0	0	1	4	0	96	4589	1315	3	1	1	0	2	0	0	1	1	1	0	18	2	0	1	4	0	0	0
ptg000035l:1852094-1852691	Cluster_16408	N	317	0	199	1054	415	1422	901	120	0	0	44	1040	47	230	141	141	1079	171	238	47	158	21	0	0	0	399	2543	15	197	821	301	227	811	457	34	1204	572	811	394	828	78	180	140	241
ptg000035l:1883403-1884208	Cluster_16409	N	6	2	416	34	10	20	16	223	0	0	90	66	11	7	15	0	22	226	931	11	515	3	0	0	0	5	28	1	351	66	450	4	23	3	12	15	9	8	22	14	242	1	4	573
ptg000035l:1944998-1945446	Cluster_16410	N	7	0	58	68	6	1	0	10	0	0	12	355	87	9	14	20	7	221	124	0	157	41	0	0	0	4	25	6	0	49	23	8	0	0	1	56	13	66	0	81	85	36	4	0
ptg000035l:1972573-1972992	Cluster_16411	N	0	0	0	1	0	0	1	0	541	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	122	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ptg000035l:1987458-1987890	Cluster_16412	N	178	0	214	228	1	6	133	26	0	0	4	88	25	16	29	3	538	4	172	36	433	0	0	0	0	102	1196	3	132	48	48	161	110	1	1	0	219	164	26	132	77	1	135	117
ptg000035l:1989364-1989793	Cluster_16413	N	0	0	71	0	3	10	2	20	0	0	40	0	11	0	0	57	0	248	82	12	48	4	0	0	0	0	0	5	21	0	76	0	1	4	5	19	0	20	0	313	44	2	1	65
ptg000035l:1990481-1991119	Cluster_16414	N	17	0	18	103	69	16	30	4	0	0	16	45	7	12	21	139	67	96	27	16	38	27	0	0	1	20	158	14	204	9	130	30	103	15	5	35	42	447	10	666	10	9	17	10
ptg000035l:1991187-1991595	Cluster_16415	N	0	0	30	253	2	0	4	16	0	0	0	127	3	2	75	2	3	0	105	1	119	3	0	0	0	0	0	0	31	144	80	1	15	0	1	0	1	67	1	65	33	0	0	103
ptg000035l:2074372-2074804	Cluster_16416	N	0	0	10	0	47	480	0	0	0	0	0	0	197	0	2	8	0	98	248	255	20	50	0	0	0	13	0	0	0	1	0	9	112	0	0	0	0	20	53	33	142	171	5	32
ptg000035l:2106768-2107185	Cluster_16417	N	11	0	0	20	41	1	11	3	0	0	8	0	45	10	15	0	20	56	35	0	4	68	0	0	0	47	1	0	7	0	11	5	9	1	10	28	5	25	16	33	9	10	3	1
ptg000035l:2137077-2137505	Cluster_16418	N	1	0	0	0	307	88	870	0	0	0	185	0	0	1	0	3	8	681	1	1	0	0	0	0	0	1	10	0	0	0	0	3	571	15	1	56	2	3	174	25	0	9	0	0
ptg000035l:2137749-2138188	Cluster_16419	N	2	0	0	0	294	3	150	0	0	0	109	0	0	4	0	1	5	477	1	0	0	1	0	0	0	1	10	0	1	0	1	1	504	12	2	3	1	11	79	30	0	2	1	0
ptg000035l:2139213-2139847	Cluster_16420	N	1	0	0	140	427	9	764	2	0	0	161	153	2	4	35	7	5	1418	6	3	2	0	0	0	0	3	32	0	1	46	5	1	792	5	1	20	3	79	478	96	2	4	3	3
ptg000035l:2173573-2174049	Cluster_16421	N	34	0	74	52	89	1	143	22	0	0	11	30	75	18	6	5	155	25	70	70	85	89	0	0	0	39	270	2	24	48	99	16	161	1	40	4	32	33	45	56	15	14	19	95
ptg000035l:2174591-2175596	Cluster_16422	N	11	0	245	182	79	93	470	99	0	0	55	100	591	10	41	26	19	109	330	727	461	113	0	0	0	4	40	9	146	91	443	3	112	39	91	82	11	432	255	659	147	27	0	437
ptg000035l:2180460-2180888	Cluster_16423	N	1	0	0	0	273	51	813	0	0	0	188	0	0	0	0	2	5	1008	0	0	0	1	0	0	0	0	32	0	0	0	0	1	568	23	2	20	2	9	143	21	0	19	2	0
ptg000035l:2181107-2181546	Cluster_16424	N	3	0	0	0	259	1	146	0	0	0	108	0	0	1	0	2	3	329	1	0	0	0	0	0	0	2	16	1	1	0	0	1	513	10	1	0	0	6	75	11	0	4	1	0
ptg000035l:2182584-2183134	Cluster_16425	N	3	0	1	711	0	7	1	0	0	0	163	640	1	2	171	2	5	5	3	3	2	4	0	0	0	0	0	1	1	705	2	0	3	0	6	1	0	1	1	2	0	1	0	4
ptg000035l:2209019-2209448	Cluster_16426	N	0	0	1	73	1	0	214	0	0	0	0	91	2	0	4	8	0	0	0	5	0	3	0	0	0	0	0	2	0	4157	0	0	2	0	13	0	0	1	0	38	0	0	0	0
ptg000035l:2216509-2216922	Cluster_16427	N	0	0	81	4	39	18	13	31	0	0	35	9	47	0	1	22	0	110	50	42	30	14	0	0	0	4	133	0	73	4	37	9	16	11	11	21	13	84	0	26	1	0	0	25
ptg000035l:2221549-2221989	Cluster_16428	N	0	0	11	596	25	3	43	8	0	0	1	320	2	0	43	14	0	0	20	0	11	1	0	0	0	8	2	0	14	630	17	0	63	2	27	2	1	43	31	58	13	3	1	22
ptg000035l:2222200-2222629	Cluster_16429	N	0	0	2	950	3	0	2	0	0	0	0	851	0	0	54	17	2	2	3	0	2	0	0	0	0	0	0	1	0	646	1	0	5	0	3	0	1	11	3	62	1	0	0	1
ptg000035l:2222914-2223341	Cluster_16430	N	16	0	34	330	42	1	67	15	0	0	1	212	8	10	58	4	13	0	87	10	40	3	0	0	0	15	37	2	37	102	53	5	59	0	47	0	17	20	77	65	48	0	4	65
ptg000035l:2226061-2226876	Cluster_16431	N	0	0	12	1053	33	5	48	4	0	0	2	1211	3	1	117	6	8	6	13	4	5	0	0	0	0	0	5	1	12	1486	18	0	50	0	41	1	0	35	39	129	9	0	0	16
ptg000035l:2250647-2251064	Cluster_16432	N	0	9	0	5	9	6	13	0	0	0	3	0	0	0	0	20	0	15	0	0	1	0	0	0	0	12	1	2	0	5	0	1	55	2	0	48	2	35	32	186	3	1	0	13
ptg000035l:2269963-2270488	Cluster_16433	N	25	0	12	0	0	0	1	39	0	0	3	1	249	1	0	3	1	0	310	8	286	52	0	0	0	54	0	3	56	0	325	0	0	0	323	10	0	0	12	46	5	25	4	17
ptg000035l:2288642-2289065	Cluster_16434	N	13	0	15	24	45	2	2	22	0	0	16	51	22	12	16	10	13	14	100	16	1	25	0	0	0	34	1	3	34	6	39	13	2	6	9	6	12	44	18	41	33	12	4	13
ptg000035l:2440785-2441210	Cluster_16435	N	0	0	1	5	2	0	0	2	0	0	75	1	112	3	1	0	15	44	0	102	1	113	0	0	0	1	25	0	1	2	35	1	13	0	81	6	1	3	1	26	7	0	0	56
ptg000035l:2441552-2441976	Cluster_16436	N	1	0	1	13	27	17	8	1	0	0	0	2	0	3	1	1	5	1	82	3	1	197	0	0	0	2	1	0	0	3	0	7	196	1	62	0	3	1	25	4	5	0	0	1
ptg000035l:2462192-2462620	Cluster_16437	N	70	0	2	31	65	18	7	0	0	0	0	11	57	74	12	1	77	0	43	22	1	47	0	0	0	27	43	1	0	65	0	82	38	24	5	67	62	93	0	61	0	6	72	25
ptg000035l:2466332-2466750	Cluster_16438	N	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	1	0	0	0	0	0	7389	103	76	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
ptg000035l:2483543-2483972	Cluster_16439	N	5	0	0	142	54	0	0	1	0	0	1	33	35	4	11	3	102	7	2	48	0	0	0	0	0	24	140	0	0	112	0	5	16	1	53	0	4	0	37	1	0	1	2	1
ptg000035l:2511940-2512370	Cluster_16440	N	10	10	0	12	8	2	20	0	73	70	34	3	71	0	7	0	0	5	0	135	1	10	674	0	198	0	0	0	1	9	0	0	22	0	7	2	0	1	3	2	0	0	0	0
ptg000035l:2655211-2655640	Cluster_16441	N	82	0	5	1	2	0	1	2	0	0	2	2	5	50	2	1	185	1	1	10	19	5	0	0	0	52	358	0	0	5	3	55	0	0	1	0	104	1	0	3	7	0	36	22
ptg000035l:2656796-2657224	Cluster_16442	N	0	0	71	112	0	1	1	4	0	0	44	70	2	0	19	0	1	131	97	4	32	2	0	0	0	0	0	0	65	61	95	0	1	0	1	0	0	0	0	2	29	0	0	98
ptg000035l:2865690-2866116	Cluster_16443	N	0	0	3	4	0	0	0	0	0	0	0	1	50	0	2	0	0	407	0	1	0	74	0	0	0	1	0	1	0	2	2	0	4	0	0	0	8	1	0	0	0	0	0	0
ptg000035l:2918249-2918680	Cluster_16444	N	189	0	1	6	23	0	26	2	0	0	0	1	0	80	0	1	685	0	6	1	1	0	0	0	0	103	1044	1	0	10	0	83	43	1	0	0	270	1	27	1	0	0	52	0
ptg000035l:3021111-3021528	Cluster_16445	N	0	0	3	0	0	3	0	59	0	0	1	0	0	0	1	0	0	0	51	0	0	11	0	0	0	0	0	0	32	1	1	0	0	56	4	21	0	0	1	0	289	175	2	3
ptg000035l:3049613-3050042	Cluster_16446	N	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	2	2	0	7	4	0	0	0	0	0	0	1172	0	0	2	0	19	1	0	2	3	519	0	0	0	2	1	122	3
ptg000035l:3285142-3285566	Cluster_16447	N	6	0	159	19	0	11	0	90	0	0	28	31	0	7	12	0	16	106	248	0	82	4	0	0	0	13	22	0	67	22	118	8	0	2	0	6	18	0	0	0	114	3	4	146
ptg000035l:3331333-3331761	Cluster_16448	N	39	0	29	0	27	6	17	47	1	0	54	1	28	19	0	25	75	176	50	44	24	22	2	0	0	38	121	4	27	0	59	20	47	0	21	1	36	440	19	71	25	1	16	39
ptg000035l:3331929-3332754	Cluster_16449	N	6	0	115	1	38	0	79	8	0	442	256	2	51	4	0	11	9	585	193	15	86	9	0	0	14	24	39	0	33	0	90	2	15	0	20	1	6	62	4	85	56	1	2	149
ptg000035l:3358632-3359060	Cluster_16450	N	0	0	10	1	466	1	27	0	0	0	2	1	5	0	1	7	1	0	16	0	7	3	0	0	0	1	0	3	0	1	1	10	261	4	0	20	0	30	391	24	8	11	0	1
ptg000035l:3530057-3530487	Cluster_16451	N	594	22	195	545	791	817	258	1003	50	104	1884	666	316	608	551	180	422	330	541	217	147	295	54	218	125	478	1418	175	833	218	1034	546	215	421	306	296	1052	624	1390	144	582	477	738	397
ptg000035l:3580457-3580877	Cluster_16452	N	1	0	7	0	1	50	33	35	0	0	2	57	0	19	3	2	6	2	8	0	1	3	0	0	0	54	141	0	6	0	8	12	1	21	0	40	1	3	0	1	2	0	15	16
ptg000035l:3624563-3624988	Cluster_16453	N	23	0	8	34	80	7	5	42	0	0	6	34	58	33	13	4	11	32	218	36	4	64	0	0	0	46	12	5	34	4	20	13	50	35	5	45	5	26	40	7	9	19	14	1
ptg000035l:3667813-3668448	Cluster_16454	N	37	0	7	37	36	181	26	67	4	0	81	36	39	37	124	59	15	47	22	18	4	19	1	21	8	46	245	36	33	50	18	54	16	30	21	37	110	128	53	25	92	204	214	167
ptg000035l:3670719-3671413	Cluster_16455	N	55	0	13	14	44	118	23	32	0	0	82	33	28	26	51	61	29	51	45	29	14	12	0	0	0	81	279	34	26	50	26	80	26	24	30	40	96	131	32	33	54	175	243	100
ptg000035l:3671923-3672346	Cluster_16456	N	28	0	12	24	23	130	30	42	0	0	87	33	17	23	56	18	16	21	23	41	11	11	0	0	0	55	198	28	16	31	28	44	28	21	23	19	51	110	42	28	29	95	102	155
ptg000035l:3743638-3744063	Cluster_16457	N	12	0	9	48	80	0	6	21	0	0	26	13	29	18	13	5	10	19	49	21	3	18	0	0	0	92	19	3	11	5	21	13	26	2	20	17	28	16	16	33	19	13	2	11
ptg000035l:3780601-3781031	Cluster_16458	N	4	0	18	139	107	0	192	24	0	0	1	55	0	2	30	0	6	4	18	0	22	0	0	1	0	5	13	0	37	82	49	0	187	0	0	1	4	0	138	0	20	0	3	39
ptg000035l:3847729-3848155	Cluster_16459	N	0	0	0	17	0	0	0	0	0	0	0	20	0	0	4	45	0	0	1	1	0	0	0	0	0	0	0	17	0	10	0	0	1	0	2	0	0	265	0	286	0	0	0	0
ptg000035l:3995273-3995759	Cluster_16460	N	61188	8	8373	44092	7630	21158	1480	30047	187	2713	12014	192018	9628	38473	87351	4132	12847	8661	23193	16385	3562	21429	584	92	213	33358	89853	3176	25131	65441	30908	115211	2921	28905	21305	14217	55263	10687	18951	4297	35464	52111	36957	32167
ptg000035l:4018055-4019598	Cluster_16461	N	470	0	2459	17	179	1075	568	823	0	1	6	2	2611	388	1	95	1871	13	3072	2721	3070	733	0	0	0	778	2206	25	1562	4	4197	426	234	382	803	918	826	1652	61	1412	2797	339	315	4870
ptg000035l:4028414-4028894	Cluster_16462	N	102	7	70	48	116	118	232	49	1	9	40	39	50	69	49	30	108	103	122	114	158	113	12	1	4	49	137	0	66	39	141	61	89	40	47	67	151	116	96	37	132	536	88	227
ptg000035l:4147704-4148128	Cluster_16463	N	22	0	18	65	70	2	4	22	0	0	19	38	27	14	12	18	21	14	52	24	4	11	0	0	1	101	52	4	14	13	63	7	22	9	15	15	26	11	19	27	27	26	7	33
ptg000035l:4227813-4228239	Cluster_16464	N	1	0	0	0	363	12	206	60	0	0	4	49	9	1	10	0	15	43	0	17	1	2	0	0	0	0	63	2	1	43	109	2	56	6	11	82	18	90	344	27	0	102	2	33
ptg000035l:4288684-4289114	Cluster_16465	N	6	0	132	37	4	5	17	3	0	0	2	10	91	1	2	0	8	39	162	72	114	54	0	0	0	7	60	0	47	15	28	6	56	7	42	18	10	22	44	15	45	5	2	72
