Coords	Name	MIRNA	1A11-fastp-adapters-polyG-31bp-merged_condensed	1A7-fastp-adapters-polyG-31bp-merged_condensed	1B3-fastp-adapters-polyG-31bp-merged_condensed	1B4-fastp-adapters-polyG-31bp-merged_condensed	1B6-fastp-adapters-polyG-31bp-merged_condensed	1B7-fastp-adapters-polyG-31bp-merged_condensed	1C11-fastp-adapters-polyG-31bp-merged_condensed	1C12-fastp-adapters-polyG-31bp-merged_condensed	1C5-fastp-adapters-polyG-31bp-merged_condensed	1C6-fastp-adapters-polyG-31bp-merged_condensed	1D12-fastp-adapters-polyG-31bp-merged_condensed	1D1-fastp-adapters-polyG-31bp-merged_condensed	1D2-fastp-adapters-polyG-31bp-merged_condensed	1D5-fastp-adapters-polyG-31bp-merged_condensed	1D7-fastp-adapters-polyG-31bp-merged_condensed	1E7-fastp-adapters-polyG-31bp-merged_condensed	1F10-fastp-adapters-polyG-31bp-merged_condensed	1F12-fastp-adapters-polyG-31bp-merged_condensed	1F1-fastp-adapters-polyG-31bp-merged_condensed	1F3-fastp-adapters-polyG-31bp-merged_condensed	1F6-fastp-adapters-polyG-31bp-merged_condensed	1F7-fastp-adapters-polyG-31bp-merged_condensed	1G10-fastp-adapters-polyG-31bp-merged_condensed	1G1-fastp-adapters-polyG-31bp-merged_condensed	1G3-fastp-adapters-polyG-31bp-merged_condensed	1H1-fastp-adapters-polyG-31bp-merged_condensed	1H2-fastp-adapters-polyG-31bp-merged_condensed	1H3-fastp-adapters-polyG-31bp-merged_condensed	2A3-fastp-adapters-polyG-31bp-merged_condensed	2B1-fastp-adapters-polyG-31bp-merged_condensed	2D1-fastp-adapters-polyG-31bp-merged_condensed	2D3-fastp-adapters-polyG-31bp-merged_condensed	2E1-fastp-adapters-polyG-31bp-merged_condensed	2E3-fastp-adapters-polyG-31bp-merged_condensed	2F2-fastp-adapters-polyG-31bp-merged_condensed	2H1-fastp-adapters-polyG-31bp-merged_condensed	2H2-fastp-adapters-polyG-31bp-merged_condensed
Porites_evermani_scaffold_2546:42651-43054	Cluster_13144	N	10	0	0	34	1	0	0	8	26	0	0	0	137	27	10	0	10	139	0	0	28	0	2	30	3	4	0	0	0	37	0	0	6	0	0	0	22
Porites_evermani_scaffold_2546:43354-43760	Cluster_13145	N	5	0	0	11	1	0	0	3	29	0	0	0	195	17	5	0	9	139	0	23	26	1	12	24	1	0	0	0	0	33	0	0	5	0	0	0	9
Porites_evermani_scaffold_2546:44496-44925	Cluster_13146	N	9	15	0	113	2	0	0	3	34	0	0	0	133	76	29	0	15	153	0	38	55	0	37	81	7	1	0	0	0	131	4	0	13	0	0	0	139
Porites_evermani_scaffold_2546:45229-45629	Cluster_13147	N	11	3	0	35	0	0	0	2	102	0	0	0	276	18	2	0	5	147	0	36	30	2	2	66	0	1	0	0	0	18	6	0	17	0	0	0	22
Porites_evermani_scaffold_2546:46372-46867	Cluster_13148	N	12	10	0	135	3	0	0	0	45	0	0	1	128	17	0	0	15	918	0	22	40	5	12	54	0	0	0	0	0	307	4	0	5	0	0	0	24
Porites_evermani_scaffold_2546:48451-48969	Cluster_13149	N	19	32	0	46	0	0	0	5	484	0	0	0	77	13	1	0	13	161	0	128	4	10	1	93	0	0	0	0	0	44	1	0	2	0	0	0	37
Porites_evermani_scaffold_2546:51190-52423	Cluster_13150	N	280	460	1	2419	119	5	0	271	3533	0	18	2	2355	1397	316	9	1107	6668	13	432	2390	17	401	2592	13	10	20	8	0	4118	112	0	462	0	0	0	2516
Porites_evermani_scaffold_2546:53865-54292	Cluster_13151	N	4	5	0	42	1	0	0	9	18	0	0	0	44	22	4	0	17	326	0	6	55	0	7	143	0	0	0	0	0	90	2	0	9	0	0	0	25
Porites_evermani_scaffold_2546:54377-54804	Cluster_13152	N	3	3	0	51	4	1	0	8	15	0	0	0	229	40	18	1	31	215	0	2	55	0	10	97	2	0	0	0	0	107	3	0	4	0	0	0	22
Porites_evermani_scaffold_2546:54944-55370	Cluster_13153	N	8	4	0	38	7	0	0	6	23	1	0	0	116	41	8	0	45	162	1	9	50	0	7	127	0	0	0	0	0	73	4	0	13	0	0	0	41
Porites_evermani_scaffold_2546:55596-56013	Cluster_13154	N	4	4	0	60	7	0	0	7	37	0	2	0	137	44	18	0	30	223	1	7	68	0	8	143	1	0	0	0	0	126	1	0	20	0	0	0	44
Porites_evermani_scaffold_2546:57100-57605	Cluster_13155	N	30	33	0	22	1	0	0	1	116	0	1	2	360	91	0	0	22	82	0	64	115	8	4	419	0	2	0	0	0	18	38	0	64	0	0	0	127
Porites_evermani_scaffold_2546:67849-68277	Cluster_13156	N	6	0	0	5	37	0	0	0	7	0	7	1	38	381	1	0	498	43	0	5	7	0	0	22	0	0	0	0	0	4	3	0	6	0	0	0	3
Porites_evermani_scaffold_2546:68279-68709	Cluster_13157	N	2	1	0	14	19	0	0	0	13	0	15	0	40	506	5	0	915	76	0	0	33	0	10	22	0	0	0	0	0	34	8	0	0	0	0	0	12
Porites_evermani_scaffold_2548:37705-38269	Cluster_13158	N	3	77	0	7	4	1	0	1	496	0	2	3	85	16	39	2	15	41	5	107	35	9	30	129	0	4	5	0	0	22	18	0	6	0	0	0	16
Porites_evermani_scaffold_2549:54224-54643	Cluster_13159	N	1	54	0	9	39	0	0	11	94	0	0	68	15	12	29	0	8	250	0	57	11	23	368	75	0	1	4	7	0	2	94	0	207	0	0	0	22
Porites_evermani_scaffold_2550:3822-4226	Cluster_13160	N	1	1	0	18	0	0	0	6	184	0	0	0	0	1	1	0	1	89	0	1	2	0	0	49	0	2	0	0	0	1	0	0	1	0	0	0	2
Porites_evermani_scaffold_2550:22561-22988	Cluster_13161	N	1	30	0	0	4	0	0	1	57	0	0	0	437	42	5	0	18	6	1	0	77	0	26	21	0	0	0	0	0	3	1	0	0	0	0	0	3
Porites_evermani_scaffold_2550:41004-41432	Cluster_13162	N	3	8	0	4	0	0	0	1	50	0	0	0	178	3	13	0	2	18	1	94	8	0	16	203	3	0	0	0	0	20	4	0	0	0	0	0	59
Porites_evermani_scaffold_2551:6545-6974	Cluster_13163	N	3	1	0	5	0	0	0	0	7	0	0	0	30	5	1	0	3	26	0	2	4	0	2	343	0	1	0	0	0	7	0	0	0	0	0	0	6
Porites_evermani_scaffold_2551:9451-9880	Cluster_13164	N	4	0	0	5	0	0	0	2	8	0	0	0	29	2	1	0	3	26	0	8	4	1	8	347	0	0	1	0	0	7	1	0	0	0	0	0	7
Porites_evermani_scaffold_2551:53605-54032	Cluster_13165	N	0	0	0	0	0	0	0	1	83	0	0	0	17	12	0	0	3	320	0	1	0	15	0	18	0	0	1	0	0	90	2	0	7	0	0	0	9
Porites_evermani_scaffold_2553:39986-41140	Cluster_13166	N	831	342	0	835	59	1	0	208	3956	0	16	53	1827	499	740	11	1097	6378	20	24	1973	0	1969	1992	114	493	31	2	0	1308	1547	1	560	0	0	0	2158
Porites_evermani_scaffold_2553:41287-41705	Cluster_13167	N	21	6	0	16	1	0	0	1	8	0	4	2	191	60	120	0	3	43	0	2	39	0	57	162	14	4	0	0	0	21	76	0	61	0	1	0	97
Porites_evermani_scaffold_2553:41902-42435	Cluster_13168	N	13	25	0	102	3	0	0	10	81	0	0	2	481	47	195	0	29	263	0	0	111	0	211	64	5	2	1	0	0	222	54	0	19	0	0	0	108
Porites_evermani_scaffold_2553:42905-43333	Cluster_13169	N	5	8	0	28	0	0	0	3	34	0	0	2	142	15	36	0	9	142	0	1	13	0	55	88	0	3	0	0	0	41	30	0	2	0	0	0	7
Porites_evermani_scaffold_2555:30378-30803	Cluster_13170	N	9	3	0	9	0	2	0	5	32	0	0	1	0	8	4	0	5	24	0	39	168	5	51	6	0	0	3	1	0	7	2	0	15	0	0	0	39
Porites_evermani_scaffold_2558:55264-55692	Cluster_13171	N	4	0	0	0	2	0	0	15	310	0	0	0	79	155	2	1	217	3	0	41	9	2	0	0	0	0	0	0	0	77	0	0	13	0	0	0	54
Porites_evermani_scaffold_2560:40573-40993	Cluster_13172	N	3	225	0	8	60	1	0	1	53	0	0	83	29	50	157	0	1	119	1	477	100	53	204	85	21	16	3	11	0	20	302	0	363	0	0	0	117
Porites_evermani_scaffold_2561:7987-8456	Cluster_13173	N	20	13	0	24	0	0	0	1	19	0	0	1	2	3	0	0	0	477	0	142	15	6	9	9	8	0	3	1	0	722	12	0	15	0	0	0	13
Porites_evermani_scaffold_2561:8687-9536	Cluster_13174	N	78	23	0	63	6	0	0	12	436	0	0	0	318	18	53	0	22	577	1	255	85	6	128	277	1	2	2	2	0	140	18	0	37	0	0	0	144
Porites_evermani_scaffold_2561:10097-10837	Cluster_13175	N	101	54	0	92	2	0	0	15	622	0	0	1	561	35	74	1	92	740	1	101	137	1	137	407	7	7	0	0	0	173	37	0	62	0	0	0	167
Porites_evermani_scaffold_2561:11861-12616	Cluster_13176	N	78	58	0	77	9	0	0	16	739	0	3	1	535	48	61	0	81	682	0	323	144	10	156	448	6	17	10	0	0	168	71	0	55	0	1	0	152
Porites_evermani_scaffold_2561:13316-15305	Cluster_13177	N	414	386	1	562	36	1	0	117	3791	0	3	13	2116	284	348	2	499	4289	13	522	1411	23	688	3433	35	25	17	4	0	1152	215	0	282	0	0	0	690
Porites_evermani_scaffold_2561:59543-59972	Cluster_13178	N	26	48	0	4	1	0	0	5	76	0	0	0	53	34	160	0	31	955	0	287	147	1	121	333	1	1	0	1	0	299	9	0	1	0	0	0	186
Porites_evermani_scaffold_2562:29177-29881	Cluster_13179	N	40	8	0	82	7	0	0	13	43	0	2	0	78	41	45	0	29	336	0	60	69	2	36	177	6	1	0	0	0	138	21	0	35	0	0	0	160
Porites_evermani_scaffold_2562:32049-32478	Cluster_13180	N	7	0	0	23	1	0	0	8	12	0	0	1	24	6	2	0	4	231	0	28	10	0	18	102	1	0	0	0	0	24	0	0	2	0	0	0	9
Porites_evermani_scaffold_2563:11907-12337	Cluster_13181	N	5	7	0	63	0	0	0	1	1	0	0	0	130	11	0	0	13	478	0	3	0	4	5	97	1	1	0	1	0	187	0	0	11	0	0	0	1
Porites_evermani_scaffold_2565:58859-59386	Cluster_13182	N	120	638	2	254	525	3	0	120	9522	4	7	276	8255	519	663	9	1179	2331	12	1003	368	289	3903	8314	81	188	203	259	0	65	866	0	2630	0	20	0	563
Porites_evermani_scaffold_2565:70291-70710	Cluster_13183	N	2	14	0	24	24	0	0	2	80	1	0	20	19	56	59	0	13	33	0	93	42	7	121	89	9	12	0	33	0	13	87	0	284	0	1	0	35
Porites_evermani_scaffold_2566:48499-48934	Cluster_13184	N	27	21	0	19	15	0	0	0	43	0	0	1	196	32	89	0	6	155	0	125	85	1	97	359	2	3	0	0	0	21	14	0	62	0	0	0	161
Porites_evermani_scaffold_2566:58289-58714	Cluster_13185	N	0	1	0	9	0	1	0	0	1	0	0	0	116	4	0	0	0	19	0	106	132	2	0	1	0	1	0	0	0	20	47	0	10	0	0	0	0
Porites_evermani_scaffold_2568:11454-11875	Cluster_13186	N	0	0	0	34	1	0	0	18	2	0	0	0	120	5	0	0	19	607	0	34	0	0	0	5	0	0	0	0	0	77	18	0	35	0	0	0	28
Porites_evermani_scaffold_2569:52020-52471	Cluster_13187	N	0	42	0	102	9	0	0	15	285	1	0	0	441	86	43	0	43	300	3	0	152	0	43	466	1	0	1	0	0	171	3	0	0	0	0	0	0
Porites_evermani_scaffold_2572:55376-55792	Cluster_13188	N	0	18	0	1	4	1	0	0	4	0	0	93	8	2	9	1	1	74	0	0	0	0	92	0	1	2	2	6	0	2	28	0	11	0	0	0	1
Porites_evermani_scaffold_2573:6859-7285	Cluster_13189	N	0	0	0	0	0	0	0	0	3	0	0	0	477	0	1	0	22	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Porites_evermani_scaffold_2573:28419-28847	Cluster_13190	N	0	1	0	1	1	0	0	0	10	0	0	0	613	0	0	0	1	0	0	91	18	1	1	145	1	1	0	0	0	97	0	0	12	0	0	0	95
Porites_evermani_scaffold_2574:7593-8021	Cluster_13191	N	4	18	0	16	0	0	0	1	110	0	0	0	117	15	14	2	3	94	3	323	76	16	17	230	0	1	0	0	0	19	35	0	0	0	0	0	36
Porites_evermani_scaffold_2574:9300-9729	Cluster_13192	N	0	57	0	0	0	0	0	1	51	0	0	5	2	3	64	0	0	1	5	31	416	0	8	114	1	1	1	3	0	1	70	0	0	0	0	0	2
Porites_evermani_scaffold_2574:11569-11992	Cluster_13193	N	0	20	0	0	0	0	0	0	364	0	0	1	13	1	4	0	0	0	1	6	34	0	12	67	0	4	0	0	0	1	25	0	0	0	0	0	4
Porites_evermani_scaffold_2574:33894-34322	Cluster_13194	N	0	34	0	2	0	0	0	0	167	0	0	0	55	0	13	0	0	0	1	1	108	0	5	487	0	18	1	0	0	0	29	0	0	0	0	0	0
Porites_evermani_scaffold_2574:34507-34939	Cluster_13195	N	0	58	0	0	0	0	0	0	226	0	0	0	104	0	26	0	0	8	4	9	188	0	24	650	0	2	0	0	0	3	100	0	0	0	0	0	3
Porites_evermani_scaffold_2574:46903-48601	Cluster_13196	N	8	252	0	28	1	1	0	19	3061	0	3	1	250	57	100	2	23	353	11	2622	964	75	169	5796	21	38	36	8	0	75	114	0	1	0	0	0	60
Porites_evermani_scaffold_2574:49447-50455	Cluster_13197	N	9	57	0	2	18	2	0	0	348	0	0	3	581	165	100	0	40	32	4	997	473	15	132	1493	8	2	5	4	0	13	20	0	13	0	0	0	72
Porites_evermani_scaffold_2574:52322-53876	Cluster_13198	N	99	157	0	210	7	5	0	48	2998	0	0	6	18897	64	204	0	426	1960	10	2703	1060	44	605	13440	10	37	8	15	0	419	211	0	108	0	0	0	324
Porites_evermani_scaffold_2574:58844-59537	Cluster_13199	N	9	12	0	45	0	0	0	3	95	0	0	0	111	13	31	1	8	209	1	153	155	0	35	272	1	4	1	0	0	86	27	0	32	0	0	0	34
Porites_evermani_scaffold_2574:62444-62844	Cluster_13200	N	21	3	0	4	2	1	0	0	63	0	1	1	66	52	10	1	42	31	1	144	63	3	1	87	0	0	0	3	0	8	4	0	24	0	0	0	40
Porites_evermani_scaffold_2575:12609-13036	Cluster_13201	N	15	15	0	0	0	0	0	0	75	0	0	0	223	1	0	0	0	0	0	636	90	18	0	71	0	3	2	25	0	0	0	0	3	0	0	0	25
Porites_evermani_scaffold_2575:13497-14315	Cluster_13202	N	62	77	0	1	0	0	0	0	741	0	0	0	751	4	1	0	1	0	9	806	522	49	3	582	0	0	3	4	0	3	1	0	20	0	1	1	163
Porites_evermani_scaffold_2575:14494-15011	Cluster_13203	N	44	65	0	0	0	0	0	0	705	0	0	0	309	0	0	2	0	0	2	194	94	3	0	257	0	0	0	0	0	0	0	0	19	0	0	0	76
Porites_evermani_scaffold_2575:15288-15761	Cluster_13204	N	29	60	0	0	0	0	0	0	1009	0	0	0	181	0	0	0	0	1	4	218	92	3	0	485	0	0	0	0	0	0	0	0	16	0	0	0	88
Porites_evermani_scaffold_2575:42040-42469	Cluster_13205	N	12	16	0	6	5	0	0	1	48	0	3	0	114	85	162	0	48	64	1	7	28	0	358	118	18	5	0	0	0	23	14	0	8	0	0	0	32
Porites_evermani_scaffold_2575:44898-45367	Cluster_13206	N	31	20	0	33	1	0	0	2	88	0	2	0	451	27	63	0	49	70	0	70	125	3	54	147	1	1	0	0	0	55	7	0	0	0	0	0	50
Porites_evermani_scaffold_2575:45936-46455	Cluster_13207	N	41	34	0	73	4	0	0	4	213	0	0	11	441	34	130	0	27	328	1	93	156	2	214	118	15	14	0	0	0	223	175	0	10	0	0	0	142
Porites_evermani_scaffold_2577:26148-26575	Cluster_13208	N	6	16	0	7	0	0	0	1	78	0	0	0	75	24	7	0	59	79	2	2	15	0	41	769	0	4	20	0	0	3	0	0	1	0	0	0	0
Porites_evermani_scaffold_2578:65293-65911	Cluster_13209	N	5	115	0	0	0	0	0	0	1651	0	0	0	879	2	366	0	0	0	2	421	0	3	414	1193	8	1	5	2	0	0	0	0	21	0	0	0	87
Porites_evermani_scaffold_2580:53004-53792	Cluster_13210	N	12	283	0	4	27	0	0	3	2854	0	1	0	242	164	1	3	114	19	9	23	515	5	0	2853	0	0	14	0	0	6	0	0	40	0	0	0	24
Porites_evermani_scaffold_2581:33988-34415	Cluster_13211	N	0	1	0	0	2	0	0	0	3	0	0	0	1	11	9	0	44	1	0	1	18	0	43	451	0	1	0	0	0	1	1	0	1	0	0	0	1
Porites_evermani_scaffold_2583:1499-2278	Cluster_13212	N	61	19	0	37	18	0	0	6	238	0	0	1	217	99	32	4	88	106	3	642	352	50	12	62	2	15	0	11	0	43	126	0	169	0	0	0	153
Porites_evermani_scaffold_2583:2438-2862	Cluster_13213	N	23	10	0	13	2	0	0	0	78	0	0	3	32	32	14	0	27	49	0	234	149	7	11	39	0	4	1	0	0	12	57	0	19	0	0	0	55
Porites_evermani_scaffold_2583:3543-3945	Cluster_13214	N	10	7	0	5	5	0	0	0	68	0	0	0	76	22	25	1	10	36	1	163	100	7	25	23	0	7	4	3	0	10	24	0	9	0	0	0	37
Porites_evermani_scaffold_2583:6625-7047	Cluster_13215	N	18	5	0	4	2	0	0	1	69	0	0	1	18	13	2	0	15	35	0	96	41	4	6	41	0	9	1	2	0	13	19	0	9	0	0	0	28
Porites_evermani_scaffold_2583:64076-64497	Cluster_13216	N	5	5	0	20	0	0	0	2	0	0	0	0	242	0	25	0	0	128	0	23	19	3	22	163	1	0	0	5	0	25	16	0	11	0	0	0	21
Porites_evermani_scaffold_2586:47352-47907	Cluster_13217	N	7	55	0	76	8	1	0	6	468	0	0	0	539	66	17	0	51	248	12	107	83	6	9	177	0	4	9	0	0	116	21	0	7	0	0	0	23
Porites_evermani_scaffold_2589:39635-40050	Cluster_13218	N	2	3	0	0	5	0	0	6	21	0	1	0	99	15	9	0	21	358	0	34	2	1	12	0	2	0	0	0	0	4	11	0	7	0	0	0	88
Porites_evermani_scaffold_2590:17319-18774	Cluster_13219	N	232	175	0	238	31	4	0	51	1181	0	4	20	1362	173	256	3	178	1285	8	511	646	19	284	1223	21	28	19	4	0	477	206	0	157	0	0	0	610
Porites_evermani_scaffold_2592:19618-20040	Cluster_13220	N	6	69	0	0	1	0	0	0	72	0	0	0	2	70	0	0	11	0	1	2	0	0	6	0	0	0	1	0	0	1	1	0	53	0	0	0	116
Porites_evermani_scaffold_2592:48543-49074	Cluster_13221	N	48	110	0	31	4	0	0	17	1690	0	1	2	282	13	17	0	47	280	3	356	3	18	4	348	0	8	7	7	0	101	39	0	67	0	0	0	173
Porites_evermani_scaffold_2596:22928-23356	Cluster_13222	N	0	0	0	96	1	0	0	0	23	0	1	1	90	0	48	0	0	0	0	3	199	0	6	138	0	0	0	0	0	234	17	0	7	0	0	0	125
Porites_evermani_scaffold_2596:26816-27218	Cluster_13223	N	0	0	0	0	0	0	0	0	6	0	0	0	32	0	0	0	0	5	0	38	1	0	0	265	0	0	0	8	0	0	4	0	0	0	0	0	0
Porites_evermani_scaffold_2596:33389-33804	Cluster_13224	N	106	109	0	20	1	0	0	2	25	0	0	3	113	8	0	0	5	36	4	135	49	8	9	37	12	6	2	5	0	0	12	0	14	0	1	0	12
Porites_evermani_scaffold_2596:37599-39181	Cluster_13225	N	450	0	0	89	18	0	0	217	9	0	3	10	123	290	437	1	575	1527	0	2176	1188	75	573	3308	32	24	0	15	0	364	209	0	479	0	0	0	2219
Porites_evermani_scaffold_2597:4164-4589	Cluster_13226	N	0	0	0	12	1	0	0	4	45	0	0	1	0	61	17	0	9	198	0	0	0	2	33	3	0	1	1	0	0	2	0	0	2	0	0	0	0
Porites_evermani_scaffold_2599:19810-20368	Cluster_13227	N	237	270	0	863	19	0	0	100	644	0	1	0	1421	312	99	1	116	2477	8	1306	822	20	1154	1569	48	53	6	4	0	388	335	0	57	0	0	0	642
Porites_evermani_scaffold_2601:61999-62417	Cluster_13228	N	3	25	0	5	0	1	0	0	52	0	0	2	19	5	14	0	0	42	0	81	15	7	24	29	1	0	0	0	0	5	55	0	27	0	0	0	25
Porites_evermani_scaffold_2603:23164-23582	Cluster_13229	N	0	29	0	16	11	0	0	1	32	0	0	12	20	12	39	0	1	53	0	57	38	14	49	24	8	4	0	12	0	5	115	0	180	0	1	0	38
Porites_evermani_scaffold_2604:34998-35832	Cluster_13230	N	1	17	0	2145	190	1	0	117	25	0	16	3	938	557	15	2	36	4551	0	145	870	12	2	153	0	2	0	3	0	1326	31	0	30	0	0	0	30
Porites_evermani_scaffold_2607:68934-69332	Cluster_13231	N	4	5	0	0	0	2	0	1	26	0	0	1	8	2	13	0	0	19	2	39	3	5	12	0	5	36	0	2	0	2	64	0	79	0	0	0	22
Porites_evermani_scaffold_2609:39923-40352	Cluster_13232	N	15	3	0	60	2	0	0	10	17	0	0	0	149	15	6	0	0	213	0	47	30	1	9	9	0	0	0	0	0	125	2	0	7	0	0	0	80
Porites_evermani_scaffold_2610:33312-33732	Cluster_13233	N	7	24	0	1	5	0	0	0	386	0	0	0	0	0	0	0	0	17	0	2	57	0	1	1	0	0	1	2	0	3	3	0	4	0	0	0	3
Porites_evermani_scaffold_2612:36132-36556	Cluster_13234	N	8	0	0	27	2	0	0	0	0	0	0	2	3	23	1	1	2	36	0	21	163	6	11	48	0	7	0	1	0	0	50	0	23	0	0	0	14
Porites_evermani_scaffold_2614:22572-23001	Cluster_13235	N	22	6	0	12	2	1	0	2	81	0	0	2	182	25	0	1	56	44	2	40	189	6	0	19	1	6	2	0	0	13	23	0	23	0	0	0	43
Porites_evermani_scaffold_2614:26362-26791	Cluster_13236	N	26	2	0	12	1	0	0	1	83	0	1	2	181	32	1	1	59	51	1	36	187	5	0	17	1	7	2	1	0	17	22	0	19	0	0	0	36
Porites_evermani_scaffold_2614:27698-28107	Cluster_13237	N	1	1	0	0	0	0	0	0	212	0	0	0	0	72	0	0	1	1	1	152	120	0	2	5	0	0	0	0	0	0	0	0	1	0	0	0	1
Porites_evermani_scaffold_2617:63963-64389	Cluster_13238	N	0	25	0	15	0	0	0	0	33	0	3	0	3	30	1	0	3	15	1	29	150	0	0	11	0	0	0	0	0	63	0	0	0	0	0	0	3
Porites_evermani_scaffold_2620:18574-19107	Cluster_13239	N	81	131	0	12	1	0	0	1	391	0	0	24	112	75	0	1	22	1	0	0	103	1	0	453	0	15	1	2	0	19	55	0	68	0	0	0	451
Porites_evermani_scaffold_2620:37154-37575	Cluster_13240	N	0	10	0	28	10	0	0	0	5	0	0	4	3	15	10	0	2	11	1	161	11	11	70	16	13	0	3	15	0	13	29	0	45	0	1	0	35
Porites_evermani_scaffold_2623:11183-11600	Cluster_13241	N	0	0	0	2	1	0	0	1	1	0	0	483	1	7	0	0	0	0	0	14	2	0	0	2	0	0	0	1	0	13	1	0	9	0	0	0	1
Porites_evermani_scaffold_2623:13108-13517	Cluster_13242	N	7	3	0	0	3	0	0	0	41	0	0	1	3	27	1	0	50	7	0	156	45	3	0	73	1	2	2	0	0	3	15	0	0	0	0	0	0
Porites_evermani_scaffold_2623:46875-47302	Cluster_13243	N	3	0	0	0	0	0	0	0	172	0	0	0	552	0	9	0	0	1	0	246	12	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	19
Porites_evermani_scaffold_2625:3119-3548	Cluster_13244	N	0	26	0	92	0	0	0	3	105	0	0	0	2	4	42	1	0	171	0	96	71	1	24	242	0	0	0	1	0	119	2	0	4	0	0	0	13
Porites_evermani_scaffold_2625:3593-4009	Cluster_13245	N	3	12	0	43	0	0	0	1	0	0	0	0	1	13	20	0	4	232	0	164	52	11	1	26	0	0	0	0	0	41	22	0	1	0	0	0	21
Porites_evermani_scaffold_2629:1460-1885	Cluster_13246	N	79	5	0	1	0	0	0	3	6	0	0	0	81	3	11	0	3	9	1	2	53	1	16	57	2	4	0	0	0	3	0	0	4	0	0	0	5
Porites_evermani_scaffold_2629:16577-17463	Cluster_13247	N	519	1291	0	296	229	0	0	63	5776	0	24	49	574	1767	1089	4	1063	1995	39	4071	2826	181	1333	239	62	165	82	30	1	804	1219	0	936	0	1	0	2947
Porites_evermani_scaffold_2629:18010-18966	Cluster_13248	N	78	145	0	140	22	0	0	26	875	0	2	19	79	321	111	0	235	571	2	765	583	18	142	331	12	9	17	18	0	226	91	0	113	0	0	0	246
Porites_evermani_scaffold_2629:19171-19627	Cluster_13249	N	724	260	0	206	73	0	0	241	4708	0	2	9	162	411	309	3	2698	3160	7	2799	639	102	1612	104	38	60	25	28	0	400	266	0	400	0	1	0	742
Porites_evermani_scaffold_2629:19641-21225	Cluster_13250	N	545	1011	0	2552	132	3	0	260	6222	0	13	80	2138	1215	1657	19	1209	11683	28	7409	5909	387	2016	394	99	327	70	79	0	4472	1483	0	674	0	3	0	1991
Porites_evermani_scaffold_2629:21271-21839	Cluster_13251	N	2	180	0	44	3	0	0	0	2153	0	0	10	84	76	138	0	29	209	7	232	121	12	207	65	20	5	12	0	0	99	20	0	0	0	0	0	25
Porites_evermani_scaffold_2629:22896-24249	Cluster_13252	N	123	351	0	2	204	0	0	0	4393	0	22	3	385	1065	736	0	2884	18	0	1596	19	88	1170	193	61	4	35	12	0	11	30	0	2	0	1	0	520
Porites_evermani_scaffold_2632:23990-24401	Cluster_13253	N	14	9	0	34	0	0	0	0	103	0	0	0	0	2	2	0	1	140	0	7	0	2	12	25	0	2	0	0	0	29	0	0	10	0	0	0	17
Porites_evermani_scaffold_2632:58293-58722	Cluster_13254	N	14	2	0	52	2	0	0	12	19	0	1	0	131	15	4	0	0	185	0	43	30	0	10	4	0	0	0	1	0	121	2	0	6	0	0	0	74
Porites_evermani_scaffold_2633:6482-6963	Cluster_13255	N	21	24	0	184	6	0	0	2	81	0	1	3	19	36	313	1	147	744	2	811	467	4	42	1043	6	1	1	1	0	305	11	0	39	0	0	1	594
Porites_evermani_scaffold_2633:7376-7878	Cluster_13256	N	5	16	0	56	6	0	0	4	89	0	0	3	115	22	18	0	24	197	1	90	65	6	35	99	2	6	0	0	0	87	19	0	28	0	0	0	10
Porites_evermani_scaffold_2633:43828-44249	Cluster_13257	N	0	20	0	0	24	0	0	0	4	0	1	0	1	6	9	4	0	0	0	0	3	0	104	0	10	0	12	0	0	0	0	0	227	0	3	0	22
Porites_evermani_scaffold_2633:45235-45672	Cluster_13258	N	185	0	0	128	0	1	0	27	0	0	0	9	52	0	101	0	0	684	0	106	174	6	37	60	11	4	0	0	0	280	106	0	9	0	0	0	39
Porites_evermani_scaffold_2635:52370-54084	Cluster_13259	N	226	166	0	73	21	0	0	28	2277	0	7	17	3326	210	219	5	357	689	1	1095	314	48	289	1921	12	47	5	9	0	171	194	0	342	0	0	0	636
Porites_evermani_scaffold_2635:54106-57179	Cluster_13260	N	338	175	0	163	20	6	0	26	1714	0	5	30	3127	272	295	2	343	1331	5	1159	618	50	402	2510	23	49	14	13	0	401	386	0	484	0	1	0	888
Porites_evermani_scaffold_2635:57194-59740	Cluster_13261	N	1015	1240	0	1473	139	7	0	245	11419	2	25	88	11428	1091	1429	13	1316	8265	38	5915	3662	173	2131	10424	85	284	55	43	0	2642	1975	0	1426	0	3	0	3368
Porites_evermani_scaffold_2636:49162-49589	Cluster_13262	N	0	1	0	0	0	0	0	0	2	0	0	0	457	3	1	0	1	7	0	6	179	0	3	0	1	0	0	0	0	3	0	0	5	0	0	0	16
Porites_evermani_scaffold_2638:5303-5729	Cluster_13263	N	0	0	0	0	0	0	0	0	8	0	0	1	360	3	9	0	0	4	0	38	2	0	35	7	0	2	0	0	0	0	6	0	4	0	0	0	0
Porites_evermani_scaffold_2640:1508-2496	Cluster_13264	N	21	1067	5	558	354	12	0	98	835	8	8	401	613	304	1190	33	136	1525	8	5210	623	482	2305	1575	156	222	126	140	0	617	1768	0	2910	0	18	0	1056
